OBJECTID,HUC12,Name,NtvFish,FishSWNorm,Shape__Area,Shape__Length
2054,180400090502,Register Creek-Tuolumne River,0,0,147132242.152344,77994.3361674865
2055,180400090105,Return Creek,0,0,159622904.417969,78944.0467163989
2056,160503020204,East Slough-West Walker River,7,0.29166667,270562252.785156,82042.6387645156
2057,180701020904,Harmon Canyon-Santa Clara River,8,0.33333333,147985769.84375,58624.5816466367
2058,180300031101,Pleito Creek,0,0,143530112.046875,70793.4122648852
2059,180300031000,Caparell Creek-Frontal Kern Lake Bed,1,0.04166667,416367175.652344,125927.457941388
2060,180300031303,Buena Vista Canal-Frontal Buena Vista Lake Bed ,1,0.04166667,181183671.03125,81394.6678225637
2061,180300120801,West Shore Gulch,2,0.08333333,202729962.21875,84807.4049961153
2062,180300050604,Lake Woollomes,3,0.125,213136686.113281,120470.87345456
2063,180300060802,Porter Slough,3,0.125,86599670.5078125,89462.830221998
2064,180300050404,Hungry Hollow-Deer Creek,4,0.16666667,128939170.207031,67741.9950093341
2065,180300071101,Antelope Creek,3,0.125,87865291.0820313,48863.309857143
2066,180300070701,Murry Creek,4,0.16666667,76662216.2421875,44834.21307008
2067,180400060904,Lower Big Creek,4,0.16666667,113889228.226563,59397.6380420381
2068,180400060902,Middle Big Creek,0,0,162265197.917969,78140.5252351309
2069,180400060901,Upper Big Creek,0,0,166888393.117188,74841.466728366
2070,180400060401,Upper Middle Fork San Joaquin River,0,0,181098412.285156,64325.6334335336
2071,180400060402,Middle Middle Fork San Joaquin River,0,0,140684055.988281,62502.791505805
2072,180901010303,Walker Creek-Rush Creek,0,0,196731913.109375,88159.7903504321
2073,180901010500,Mono Lake,0,0,293637700.472656,123674.82531768
2074,160503010301,Murphy Creek-East Walker River,8,0.33333333,128808944.941406,60823.7855950776
2075,180701020802,Pole Creek-Santa Clara River,4,0.16666667,180082563.851563,103976.137979899
2076,180300030702,O'Neil Canyon-Grapevine Creek,0,0,114196588.628906,77682.4669991719
2077,180300030602,180300030602,1,0.04166667,182027335.578125,67767.5446764951
2078,180300030502,Chanac Creek,0,0,213231259.910156,83029.8221648567
2079,180300040301,Adobe Canyon,2,0.08333333,113748577.074219,72002.0684246593
2080,180300050203,Coho Creek-White River,3,0.125,128446619.601563,81253.0853123232
2081,180300060702,Lake Success-Tule River,3,0.125,76480441.5664063,45914.0306116079
2082,180300050402,Upper Fountain Springs Gulch,3,0.125,93830231.6015625,49159.5743857434
2083,180300060103,Long Canyon-Middle Fork Tule River,5,0.20833333,95134452.1835938,46107.5239279208
2084,180300070501,Upper South Fork Kaweah River,0,0,120863843.242188,66424.0858090199
2085,180300070302,Upper North Fork Kaweah River,1,0.04166667,125853319.953125,59536.4199871453
2086,180300100307,Middle Middle Fork Kings River,1,0.04166667,218212559.789063,74164.8940652385
2087,180901020208,Wilfred Creek-Owens River,2,0.08333333,282367778.910156,82212.5614754462
2088,180901010601,180901010601,0,0,67390787.8828125,51848.6018611631
2089,180901010605,Adobe Creek,0,0,149158094.824219,89798.1961072607
2090,160503010206,Lower Bodie Creek,3,0.125,244028.0703125,4030.94396349106
2091,180701070002,Santa Catalina Island-Frontal San Pedro Channel,0,0,92564798.2460938,119389.459819124
2092,180701040500,Manhattan Beach-Frontal Santa Monica Bay,7,0.29166667,90298591.0234375,108917.206586536
2093,180701040300,Ballona Creek,7,0.29166667,484483334.082031,124136.803225569
2094,180701020202,Lower Bouquet Canyon,2,0.08333333,131803659.902344,80824.0336065996
2095,180701020402,San Francisquito Canyon,1,0.04166667,189613483.472656,103445.575365537
2096,180701020201,Upper Bouquet Canyon,2,0.08333333,146615000.21875,70449.1362890655
2097,180701020301,Elizabeth Lake,0,0,68433662.8398438,66715.1336010382
2098,180902061402,Myrick Canyon,0,0,71522965.1679688,45184.4878013563
2099,180300030202,Upper Tehachapi Creek,0,0,136959565.21875,54765.2900030773
2100,180300030103,Havilah Canyon,2,0.08333333,94668006.1367188,51786.7805106077
2101,180300010607,Isabella Lake-Kern River,5,0.20833333,187260956.789063,85509.6247795687
2102,180300010605,Caldwell Creek-Kern River,5,0.20833333,95547196.4335938,48780.2370292373
2103,180300050101,Tyler Creek,3,0.125,64923342.8789063,44396.9282666146
2104,180300010503,Dry Meadow Creek,3,0.125,143166758.285156,61413.7814857649
2105,180300010205,Rattlesnake Creek-Kern River,1,0.04166667,156172633.742188,62760.6170477478
2106,180300010402,Coyote Creek-Kern River,2,0.08333333,206114281.269531,73984.6496863795
2107,180901020709,Big Pine Creek,1,0.04166667,168572547.726563,84689.5041489249
2108,180901020303,Lower Rock Creek,2,0.08333333,250685882.03125,75884.2307222834
2109,180901020603,Coyote Creek-Bishop Creek,1,0.04166667,161799180.664063,85774.3103985762
2110,180901020404,Pleasant Valley Reservoir-Owens River,1,0.04166667,235781623.710938,80729.6942567461
2111,180901020708,Baker Creek,1,0.04166667,142112556.59375,73522.1490153251
2112,180901020705,North Fork Bishop Creek-Owens River,3,0.125,316988858.03125,106440.667587425
2113,180901010609,Antelope Lake-Adobe Valley,0,0,174324468.636719,74393.8121834026
2114,180701060701,Long Beach Harbor,7,0.29166667,187622638.410156,141115.597630807
2115,180701050402,Compton Creek-Los Angeles River,7,0.29166667,296450969.902344,127710.457761478
2116,180701020101,Aliso Canyon,1,0.04166667,93447276.0664063,59717.2547869604
2117,180902062002,Soledad Mountain,0,0,149617713.949219,63826.5872261179
2118,180902060401,Desert Butte-Cache Creek,0,0,225748986.488281,101124.228105836
2119,180300030401,Weaver Creek,2,0.08333333,99720075.6679688,53653.0051669097
2120,180902060201,Kelso Valley,0,0,148869951.511719,57332.7230155003
2121,180902060701,Dove Spring Canyon,0,0,101254542.144531,51764.1813944899
2122,180902050402,Upper Little Dixie Wash,0,0,146078142.902344,73226.4364653419
2123,180300020302,Tibbets Creek-South Fork Kern River,2,0.08333333,181712124.40625,80920.4179850767
2124,180300020103,Soda Creek-South Fork Kern River,2,0.08333333,194707789.019531,70804.7186273008
2125,180901030107,Shepherd Creek,1,0.04166667,68898576.2734375,75092.1251289987
2126,180901030204,Hogback Creek,1,0.04166667,70804535.8867188,52956.2381418838
2127,180901030106,Santa Rita Spring-Owens River,1,0.04166667,225753849.980469,77975.4970012014
2128,180902010201,Upper Marble Canyon,0,0,217396958.070313,74822.7595976927
2129,180901020704,Gunter Creek,1,0.04166667,166008060.085938,67437.8392296885
2130,180902010101,Upper Wyman Creek,0,0,216040661.945313,82070.8766514756
2131,180902010103,Birch Creek,0,0,199834619.230469,71096.3335289307
2132,180901020702,Upper Chalfant Valley,1,0.04166667,208688910.777344,64248.0276715821
2133,160600100806,Leidy Creek,0,0,77880494.2148438,43472.4576474676
2134,180702040201,Newport Bay,7,0.29166667,51744969.75,34095.7527559312
2135,180702040202,Buck Gully-Frontal Pacific Ocean,7,0.29166667,30268324.9023438,46586.1697764569
2136,180702031003,Greenville Banning Channel-Santa Ana River,7,0.29166667,131041801.339844,66985.4108700932
2137,180701060501,Upper San Jose Creek,1,0.04166667,131209425.945313,88617.3905512015
2138,180902061102,Lower Little Rock Creek,0,0,124258169.25,53357.9542349061
2139,180902062301,Rock Creek,0,0,76428227.2578125,59691.4280639054
2140,180902060902,Jesus Canyon,0,0,138226271.976563,88629.849579468
2141,180701060301,Fish Fork-San Gabriel River,2,0.08333333,115774824.769531,48748.7961748013
2142,180902062006,Buckner Well,0,0,73167535.953125,45159.9495477478
2143,180902061905,Rocky Buttes,0,0,225985690.21875,89711.1168964303
2144,180902061904,Saddleback Butte,0,0,187834394.863281,63016.9073365782
2145,180902050703,Town of Inyokern,0,0,194903188.832031,65715.2210224587
2146,180902010903,Badwater Springs,0,0,173514562.527344,70920.774031508
2147,180902010407,180902010407,0,0,145139167.003906,55642.5134514047
2148,180902010305,180902010305,0,0,162074569.648438,92316.33236084
2149,180703010401,San Onofre Creek,8,0.33333333,159116920.144531,70079.3590235927
2150,180703010402,Las Flores Creek,8,0.33333333,99357049.6015625,56086.5441115953
2151,180703010202,Middle San Mateo Creek,1,0.04166667,174929224.421875,70704.187569739
2152,180702030606,Lake Norconian-Temescal Wash,2,0.08333333,111473084.148438,64706.5992226303
2153,180702030605,Main Street Wash-Temescal Wash,1,0.04166667,220140203.09375,110068.804863172
2154,180702030803,Hole Lake,1,0.04166667,113661644.765625,58088.8348772655
2155,180702030705,Lower Cucamonga Creek,1,0.04166667,134163982.097656,82684.0190128729
2156,180702030303,Lower Cajon Wash,2,0.08333333,116110229.28125,87730.1645480888
2157,180902080502,180902080502,0,0,108031962.496094,77298.1938165461
2158,180902080704,Oro Grande Wash,0,0,92329540.7617188,77331.0875645831
2159,180902070802,180902070802,0,0,121799218.21875,51450.4524589054
2160,180902070602,Squaw Spring,0,0,65379779.1367188,38822.3224668113
2161,180902030302,Cottonwood Canyon,0,0,234930287.015625,98085.6108510738
2162,180902010501,Hidden Valley,0,0,111313725.917969,66351.6752289089
2163,180902030603,Dry Bone Canyon,0,0,164757558.644531,70906.4093519925
2164,180902030210,Mesquite Spring-Death Valley Wash,0,0,143082525.277344,63529.5848586494
2165,180703040705,Mission Valley-San Diego River,6,0.25,175301705.679688,77706.922379581
2166,180703040301,Lake Hodgtes-San Dieguito River,1,0.04166667,128612949.996094,70125.4314589307
2167,180703010201,Upper San Mateo Creek,1,0.04166667,127076858.082031,62489.4962164782
2168,180703020406,Santa Gertudis Creek,1,0.04166667,102893398.351563,80263.1632836439
2169,180702020304,Moreno Valley,1,0.04166667,184885235.558594,71806.3734723162
2170,180702020203,Mount Rudolph-San Jacinto River,1,0.04166667,201195424.074219,81147.3122750495
2171,180702030403,San Timoteo Canyon-San Timoteo Wash,1,0.04166667,180781410.292969,101427.008294242
2172,180902080702,Antelope Valley-Mojave River,0,0,184002684.929688,64546.0427908365
2173,180902080703,Desert Knolls Wash-Mojave River,0,0,187704495.117188,107276.757557071
2174,180902080705,Bell Mountain Wash,0,0,138716341.445313,59022.564786874
2175,180902080303,Deadman Hills,0,0,182691391.855469,58661.3570622407
2176,180902071108,Iron Mountain,0,0,127732392.585938,77116.7006504147
2177,180902080801,Stoddard Mountain,0,0,69755107.0507813,49181.7039012607
2178,180902081101,Town of Johnstons Corner,0,0,152164507.683594,63137.4789748607
2179,180902071106,Bird Spring,0,0,143513984.789063,72115.8131917771
2180,180902070503,Inscription Canyon,0,0,215565254.59375,98928.5800540936
2181,180902071002,Fossil Canyon,0,0,81290698.546875,72125.3142502864
2182,180902070501,Pyramid Point,0,0,110945968.226563,88930.4591326673
2183,180902041001,Jail Canyon,0,0,81651160.1289063,49661.0045330401
2184,180902041105,Surprise Canyon,0,0,76213128.7109375,50426.3310838906
2185,180902041106,Happy Canyon,0,0,74595821.6171875,50701.8036632207
2186,180902040404,Dolomite Canyon,0,0,69239004.1445313,41332.1305985846
2187,180902030807,Tucki Wash,0,0,72975325.4335938,60750.4766726639
2188,180902030503,Titus Canyon,0,0,111256469.582031,61941.1907710866
2189,180902030206,Little Grapevine Creek,0,0,82339862.6484375,49285.5803366507
2190,180902030208,Grapevine Canyon,0,0,75398210.9023438,55659.7170381202
2191,180703041004,Poggi Canyon-Otay River,7,0.29166667,157579944.992188,96331.3975714418
2192,180703040702,Forester Creek,1,0.04166667,103574092.527344,60015.8628566415
2193,180703040902,Sweetwater Reservoir,1,0.04166667,186860690.316406,94232.9220331398
2194,180703040602,Upper San Vicente Creek,1,0.04166667,173978257.644531,81225.0623918809
2195,180703040901,Loveland Reservoir-Sweetwater River,1,0.04166667,138477045.941406,57972.1527808198
2196,180703040202,Guejito Creek,1,0.04166667,102716839.007813,65028.4943056092
2197,180703040102,Temescal Creek,1,0.04166667,109180770.742188,53392.1359456977
2198,180703020403,Rawson Canyon,1,0.04166667,64642473.6796875,43221.4630025045
2199,180703020202,Lower Cahuilla Creek,1,0.04166667,103207401.796875,56709.3492945834
2200,180702020301,Saint Johns Canyon,1,0.04166667,154037473.078125,62896.8090527396
2201,181002010102,Headwaters San Gorgonio River,0,0,179040188.832031,62646.1441390296
2202,180702030101,Baldwin Lake,2,0.08333333,138136334.769531,63820.269080022
2203,181001000403,Crystal Creek,0,0,140156069.285156,59306.254927129
2204,180902081001,Goat Spring,0,0,73063697.6640625,63136.4419652544
2205,180902081402,Sunrise Canyon-Mojave River,0,0,157879227.761719,94301.949237869
2206,180902070902,Murphys Well,0,0,131488967.109375,56224.720946546
2207,180902081201,Owl Canyon,0,0,192902261.882813,72135.9372891933
2208,180902040501,Mesquite Spring,0,0,158864389.285156,78069.2237470301
2209,180902070202,Town of Apollo-Goldstone Lake,0,0,180021517.125,78469.5420053148
2210,180902031904,Upper Wingate Wash,0,0,139955855.929688,79391.4849105234
2211,180902032201,Upper Warm Spring Canyon,0,0,100313692.113281,54084.1049107521
2212,180902032211,Death Valley Canyon,0,0,78813499.921875,58286.1588556338
2213,180703051103,Bell Valley-Campo Creek,0,0,61649571.0585938,39144.5629834745
2214,181002030204,Indian Creek,0,0,126829886.398438,58107.7684026203
2215,181002010302,Garnet Wash,0,0,77672030.0742188,40056.2775359565
2216,181002010304,Chino Canyon-Whitewater River,0,0,183679053.539063,121497.87910951
2217,181002010402,Little Morongo Creek,0,0,220631374.292969,103351.300840939
2218,181001001602,Water Canyon,0,0,133576448.246094,68910.7741339687
2219,181001000906,Ruby Mountain-Pipes Wash,0,0,174455030.007813,86179.1850596577
2220,180902081405,Fourmile Waterhole-Mojave River,0,0,114406343.535156,66160.7623922332
2221,180902031602,Drinkwater Lake,0,0,178351844.082031,86106.3501412539
2222,180902031005,No Name Lake,0,0,227057351.453125,119694.366471006
2223,180902021702,Miller Spring,0,0,166682594.617188,74114.4050700702
2224,181002010403,Long Canyon,0,0,144842745.464844,74543.8221721595
2225,181002010608,City of Indian Wells-Whitewater River,0,0,104880824.941406,62445.5894945555
2226,181002010703,Indio Canyon,0,0,93640268.421875,43906.6475561032
2227,181002010704,Fargo Canyon,0,0,78049986.4023438,63546.2852751154
2228,181001001603,Town of Joshua Tree,0,0,76296978.9414063,61835.0637023502
2229,181001001701,Moonlight Mesa,0,0,108823043.960938,64196.4754893823
2230,181001001503,Lower Quail Wash,0,0,208349793.1875,94363.7018029421
2231,180902081301,Pisgah Crater,0,0,135827450.628906,55366.5962064156
2232,180902031001,Red Pass Lake,0,0,161121827.046875,66195.5846160389
2233,180902082508,Oasis of Mara-Soda Lake,0,0,365875633.382813,223021.289828416
2234,180902031402,Dry Lake-Salt Creek,0,0,342796156.273438,98980.6250520467
2235,180902031703,Buckwheat Wash,0,0,179765357.488281,67672.649906551
2236,180902021803,180902021803,0,0,69356199.890625,37895.673701082
2237,180902022001,Brown Peak-Amargosa River,0,0,185807674.359375,65308.2528330964
2238,181002041004,Upper Coyote Wash,0,0,106446294.410156,79646.8639434586
2239,181002030703,Wolfe Well-San Felipe Creek,1,0.04166667,126352815.371094,92464.1389448319
2240,181002041600,Salton Sea,0,0,1364165280.15234,260535.888973058
2241,181002040502,Cottonwood Canyon,0,0,172708797.160156,73175.0959442165
2242,181002040503,Pinkham Wash,0,0,175892687.816406,96577.0989651453
2243,181001004408,Pinkham Spring-Pinto Wash,0,0,244172395.558594,107667.622617589
2244,181001002102,Fortynine Palms Canyon,0,0,133035380.746094,53862.4183783042
2245,181001001901,181001001901,0,0,143084456.109375,71565.8521673164
2246,181001001902,Cleghorn Pass,0,0,68325263.7890625,45212.1918365974
2247,181001001904,181001001904,0,0,71004935.8398438,38577.1354813535
2248,180902081801,Old Dad Mountains,0,0,112207353.339844,63178.5908357827
2249,180902082501,Jackass Canyon,0,0,134107789.769531,75270.9747792082
2250,180902021904,Tule Spring,0,0,208813499.832031,88424.5575679367
2251,160600150501,Headwaters Pahrump Valley,0,0,119613375.175781,63635.374470851
2252,160600150503,Middle Pahrump Valley,0,0,111270202.882813,67969.2740951396
2253,160600150508,Lower Pahurmp Valley,0,0,135658088.582031,58209.8341388932
2254,181002040804,Gieselmann Lake-Alamo River,0,0,279367529.035156,80783.9865038374
2255,181002040805,Ramer Lake-Alamo River,0,0,174043871.980469,71965.969930544
2256,181001004802,181001004802,0,0,71345925.4101563,62668.5242371816
2257,181001004801,Red Butte Wash,0,0,104230257.960938,48746.6480343873
2258,181001004505,Eagle Tank Spring-Pinto Wash,0,0,254930732.511719,122377.43924805
2259,181001004805,Lake Tamarisk,0,0,204496497.347656,104311.178892359
2260,181001002401,Humbug Mountain,0,0,144130539.570313,71185.4087031115
2261,181001004504,181001004504,0,0,120768724.34375,59614.7636784547
2262,181001002901,Cleghorn Lakes,0,0,91747578.546875,64953.304234081
2263,181001002902,181001002902,0,0,167208156.144531,70527.6069138838
2264,181001003003,Town of Saltus-Bristol Lake,0,0,555275629.972656,208921.535746799
2265,181001003001,181001003001,0,0,94588435.3007813,81645.715142704
2266,181001003402,Van Winkle Spring-Clipper Wash,0,0,201869778.09375,166513.872212969
2267,181001002701,Brown Buttes,0,0,82413431.5976563,61838.6471874165
2268,181001003401,Van Winkle Wash,0,0,68783746.109375,61053.9999237856
2269,180902031102,Piute Valley,0,0,240245135.941406,87356.1710273825
2270,181002040304,181002040304,0,0,94650126.3710938,77641.8183047795
2271,181002040802,Ash Main Canal-Alamo River,0,0,232032739.664063,200310.567937335
2272,181001005002,Upper Palen Lake,0,0,145206548.636719,69636.3704295104
2273,181001003602,West Iron Portal,0,0,181144270.363281,81868.0726108345
2274,181001003503,Rattlesnake Canyon,0,0,95420958.7421875,43281.3167037905
2275,150301020203,Mail Spring,0,0,181942669.371094,75324.1636704908
2276,160600151203,Crescent Peak,0,0,69179702.0898438,53452.7566805396
2277,181002040303,181002040303,0,0,221584129.382813,88979.1025163293
2278,181002040204,Village of Glamis,0,0,182219056.183594,80172.6957680067
2279,181002040203,Ninemile Wash,0,0,112746695.597656,91552.5780361752
2280,181002040202,181002040202,0,0,137725703.921875,84549.8829103746
2281,181002040101,181002040101,0,0,74341773.6015625,68022.9057009284
2282,181002040104,Tumco Wash,0,0,143553632.054688,68437.8966117492
2283,181002040205,181002040205,0,0,133533687.074219,68554.1891300479
2284,150301041004,Midway Well,0,0,187792821.25,85786.4741990417
2285,181001005102,181001005102,0,0,97227231.109375,56364.8364050664
2286,181001004304,Gypsum Well,0,0,229328224.15625,76389.6285692275
2287,181001004201,181001004201,0,0,73983804.0742188,61185.1658693167
2288,181001003910,181001003910-Homer Wash,0,0,63609863.28125,65858.6123046754
2289,150301020201,Hightower Well,0,0,171731517.128906,78643.0715139647
2290,150301020207,Vontrigger Spring-Sacramento Wash,0,0,163962969.929688,94876.0522160585
2291,150301020112,Piute Range,0,0,129584635.78125,53419.9966967514
2292,150301041205,Carrizo Wash-Colorado River,1,0.04166667,142747035.152344,76820.5736076525
2293,150301070107,Bee Wash-Colorado River,1,0.04166667,174039303.078125,98690.2763166573
2294,150301070103,Picacho Wash,0,0,167181408.824219,86472.8577094571
2295,150301070105,Haughtelin Lake-Colorado River,1,0.04166667,34669175.9179688,51406.6697028415
2296,181001004303,181001004303,0,0,183256494.652344,75926.7469495616
2297,150301010602,Rotten Peak-Chemehuevi Wash,0,0,201714729.84375,94531.2909982935
2298,150301010604,West Well-Chemehuevi Wash,1,0.04166667,108322994.628906,71102.8143262646
2299,150301010401,Shadow Canyon,0,0,60819404.0976563,37642.9259742771
2300,150301010406,Monumental Pass,0,0,62208967.09375,73983.9047975554
2301,150301040302,Low Mesa Area,0,0,67451427.96875,59412.3112017974
2302,150301040108,Bennett Wash-Colorado River,1,0.04166667,78315851.234375,46730.1647740052
2303,150301040105,Bowmans Wash-Colorado River,1,0.04166667,69511176.2539063,47683.2633546714
2304,150301010709,Chesapeake Wash-Colorado River,1,0.04166667,135821386.421875,57308.1688314059
2305,180101090108,South Fork Gualala River-Gualala River,12,0.5,187505534.589844,165864.769852143
2306,180201040807,Powell Slough-Colusa Trough,15,0.625,922573756.808594,320417.357621084
2307,180701070003,Santa Catalina Island-Frontal Pacific Ocean,0,0,188881574.414063,151464.386747869
2308,180901030407,Carroll Creek-Owens Lake,1,0.04166667,1478929665.05859,299850.322778788
2309,180101070204,Honeydew Creek,8,0.33333333,76313163.0351563,44626.5096259136
2310,180101050906,Cummings Creek-Van Duzen River,14,0.58333333,227171219.753906,109000.278086674
2311,180101020606,Tabic Bluff-Frontal Pacific Ocean,16,0.66666667,16066323.421875,104451.288148966
2312,180101080703,Hare Creek-Frontal Pacific Ocean,13,0.54166667,168807667.292969,105488.291121682
2313,180101080605,Juan Creek-Frontal Pacific Ocean,10,0.41666667,161569602.773438,120542.747580144
2314,180101070205,Middle Mattole River,9,0.375,175838360.8125,66506.9883389864
2315,180101050802,Lawrence Creek,10,0.41666667,190137190.160156,79559.0607391614
2316,180101020407,Lindsay Creek,10,0.41666667,81464797.1445313,47234.6610466917
2317,180101020502,Little River,14,0.58333333,203963411.433594,83204.8972767719
2318,180102090903,Crescent City Fork,10,0.41666667,104630494.445313,49414.2057281885
2319,180101010309,Lower South Fork Smith River,11,0.45833333,200569102.914063,90155.0144034457
2320,180101010103,Diamond Creek,8,0.33333333,111298974.445313,50903.847767614
2321,180101080902,Elk Creek,11,0.45833333,119025164.964844,62713.947244157
2322,180101080304,Lower Big River,12,0.5,218743669.363281,102352.582722625
2323,180101080602,Cottaneva Creek,10,0.41666667,71804323.3984375,43777.3953911256
2324,180101060104,Rattlesnake Creek,6,0.25,167763789.554688,68803.9250173099
2325,180101050501,Basin Creek-Eel River,10,0.41666667,161429229.40625,58368.980673557
2326,180101050406,Steelhead Creek-Eel River,10,0.41666667,129777087.941406,50460.6184445495
2327,180101050702,Shanty Creek-Van Duzen River,5,0.20833333,161611697.539063,68975.2447661263
2328,180101050701,West Fork Van Duzen River-Van Duzen River,5,0.20833333,106012441.992188,61374.4388813065
2329,180101050703,Mill Creek-Van Duzen River,5,0.20833333,114092119.21875,52712.6047049142
2330,180102111107,Sharber Creek-Trinity River,13,0.54166667,138971555.78125,55781.500280786
2331,180102090902,Upper Blue Creek,10,0.41666667,74577128.5351563,46332.5066042158
2332,180102090501,North Fork Dillon Creek,7,0.29166667,153742445.765625,54549.4413789647
2333,180101010202,Upper Middle Fork Smith River,8,0.33333333,176879169.078125,70623.3115135654
2334,180102090101,South Fork Indian Creek,7,0.29166667,232399390.148438,80177.9057880321
2335,180101090104,Lower Wheatfield Fork Gualala River,9,0.375,191036223.007813,76301.1043456834
2336,180101080404,Indian Creek,6,0.25,170021214.953125,75576.0471926704
2337,180101080401,Upper Rancheria Creek,3,0.125,159769081.101563,77284.9926724368
2338,180101100502,Soda Spring Creek-Dry Creek,5,0.20833333,155411794.570313,74176.694052487
2339,180101030401,Baechtel Creek,6,0.25,99831637.2148438,53668.9969180457
2340,180101100403,Orrs Creek-Russian River,10,0.41666667,171858070.246094,103327.64225622
2341,180101030405,Sherwood Creek-Outlet Creek,7,0.29166667,121304492.90625,56709.3053913355
2342,180101040402,Eden Creek,5,0.20833333,120415826.378906,56603.1953799724
2343,180101050108,Middle North Fork Eel River,5,0.20833333,166599491.667969,71535.5785733218
2344,180101040302,Alder Creek-Mill Creek,6,0.25,145927057.324219,72073.5686458809
2345,180101050102,Headwaters North Fork Eel River,6,0.25,159501347.472656,62702.6841924435
2346,180101050104,Red Mountain Creek,5,0.20833333,84974909.390625,42911.2384303592
2347,180102120402,Smoky Creek-South Fork Trinity River,8,0.33333333,188496213.828125,72493.4948908629
2348,180102120304,Corral Creek,7,0.29166667,163300147.28125,66105.9639398264
2349,180102120401,Rattlesnake Creek,7,0.29166667,209063047.011719,73111.3478381412
2350,180102111105,Don Juan Creek-Trinity River,9,0.375,150992717.832031,56045.071799014
2351,180102111005,Quinby Creek-New River,8,0.33333333,152081469.5,66818.5464822689
2352,180102111004,Devils Canyon,7,0.29166667,125342304.253906,52006.6820900774
2353,180102111003,East Fork New River,7,0.29166667,187615139.878906,64724.6039457612
2354,180102110905,Lower North Fork Trinity River,8,0.33333333,147036611.546875,67658.6589481666
2355,180102100401,Nordheimer Creek,8,0.33333333,142181598.246094,57713.186567004
2356,180102111002,Slide Creek,8,0.33333333,185565561.355469,61568.9225457226
2357,180102100208,Olsen Creek-North Fork Salmon River,9,0.375,115490062.175781,53753.3186228548
2358,180102090604,Titus Creek-Klamath River,12,0.5,140567491.144531,72239.621785472
2359,180102090301,Upper Elk Creek,6,0.25,148605773.558594,56911.4761326836
2360,180102080603,Kelsey Creek,7,0.29166667,82534801.1132813,39470.9119469418
2361,180102080601,Canyon Creek,8,0.33333333,114621037.09375,47215.2154488463
2362,180102090303,Lower Elk Creek,10,0.41666667,217968919.566406,94547.2831676353
2363,180101100902,Porter Creek-Russian River,17,0.70833333,128559007.464844,78518.5621936701
2364,180201160101,South Fork Scotts Creek,4,0.16666667,74015001.6835938,51230.3296255192
2365,180201160304,Adobe Creek,7,0.29166667,113717008.457031,77936.165512441
2366,180101100409,Pieta Creek,10,0.41666667,162575253.765625,84046.1879809926
2367,180101100301,Little Sulphur Creek,9,0.375,135740921.808594,66708.4376129021
2368,180101030502,Soda Creek-Eel River,9,0.375,182141012.765625,68804.5876636836
2369,180101030103,Rice Creek-Rice Fork,7,0.29166667,181868147.671875,71910.3429708347
2370,180101030101,French Creek-Rice Fork,5,0.20833333,119360820.808594,62636.5000520811
2371,180101040401,Bear Creek-Elk Creek,6,0.25,189937931.335938,67393.6573057894
2372,180101030202,Trout Creek-Eel River,2,0.08333333,121726612.097656,57153.3630902557
2373,180101030203,Cold Creek-Eel River,3,0.125,246626524.140625,80190.183124632
2374,180101040502,Silver Creek-Middle Fork Eel River,6,0.25,123965529.835938,60159.3269185511
2375,180201560404,Auger Creek-Thomes Creek,2,0.08333333,90871368.9414063,43773.5997207952
2376,180102120101,East Fork South Fork Trinity River,8,0.33333333,171112494.070313,65726.0668304128
2377,180101040202,Cutfinger Creek-Middle Fork Eel River,4,0.16666667,151410821.546875,57230.4289578307
2378,180201520601,Wells Creek,2,0.08333333,127423781.195313,79951.8149961517
2379,180102110601,Upper Browns Creek,7,0.29166667,179167383.339844,68796.961726592
2380,180102100205,Yellow Dog Creek-North Fork Salmon River,8,0.33333333,116136168.117188,50384.3352042524
2381,180102080402,Kidder Creek,8,0.33333333,160724191.851563,94248.5534466382
2382,180102080206,Clark Creek-Scott River,8,0.33333333,74065776.9335938,50269.2072169442
2383,180102061005,Kohl Creek-Klamath River,9,0.375,129728305.195313,62054.3932229335
2384,180500050104,Olema Creek-Lagunitas Creek,13,0.54166667,112971354.03125,76631.5719362899
2385,180500050505,Bolinas Bay,9,0.375,2364289.31640625,18039.9274595366
2386,180500050102,Nicasio Creek,8,0.33333333,154219556.730469,68795.5166556803
2387,180500050506,Redwood Creek-Frontal Pacific Ocean,13,0.54166667,82980930,67747.3396396215
2388,180500050201,Arroyo Sausal,8,0.33333333,103266606.492188,57129.3550216661
2389,180500020602,San Antonio Creek,8,0.33333333,130329758.070313,62842.3679781144
2390,180101100701,Upper Laguna De Santa Rosa,8,0.33333333,261775754.511719,95944.3626642105
2391,180500020606,Burdell Mountain-Frontal San Pablo Bay Estuaries,9,0.375,79427035.8359375,115468.845655654
2392,180101100705,Windsor Creek,12,0.5,113388239.375,57472.1063655394
2393,180101100703,Lower Santa Rosa Creek,8,0.33333333,91383492.2460938,46211.4053663861
2394,180201160407,Hog Hollow Creek-North Fork Cache Creek,8,0.33333333,83876816.2148438,58260.1647024104
2395,180201620307,Crazy Creek-Putah Creek,5,0.20833333,168965132.9375,101061.450851158
2396,180201150202,South Fork Stony Creek,3,0.125,173049834.871094,57992.1879650438
2397,180201150303,Mill Creek,2,0.08333333,86099388.8515625,39484.6396101172
2398,180201520605,Lower Dry Creek,8,0.33333333,123266603.382813,79660.0495028807
2399,180201550201,Upper Reeds Creek,10,0.41666667,180038897.214844,80696.7370482747
